Zone ID,Load Zone,Month, Total $kW ,,,,,,,,,,
4001,MAINE,3/1/2014, $4.1900 ,,,,,,,,,,
4001,MAINE,4/1/2014, $3.9800 ,,,,,,,,,,
4001,MAINE,5/1/2014, $4.1500 ,,,,,,,,,,
4001,MAINE,6/1/2014, $3.8000 ,,,,,,,,,,
4001,MAINE,7/1/2014, $3.8100 ,,,,,,,,,,
4001,MAINE,8/1/2014, $3.8700 ,,,,,,,,,,
4001,MAINE,9/1/2014, $3.8700 ,,,,,,,,,,
4001,MAINE,10/1/2014, $3.8800 ,,,,,,,,,,
4001,MAINE,11/1/2014, $3.8800 ,,,,,,,,,,
4001,MAINE,12/1/2014, $3.9000 ,,,,,,,,,,
4001,MAINE,1/1/2015, $3.8500 ,,,,,,,,,,
4001,MAINE,2/1/2015, $3.8400 ,,,,,,,,,,
4001,MAINE,3/1/2015, $3.8400 ,,,,,,,,,,
4001,MAINE,4/1/2015, $3.8300 ,,,,,,,,,,
4001,MAINE,5/1/2015, $3.8200 ,,,,,,,,,,
4001,MAINE,6/1/2015, $4.6300 ,,,,,,,,,,
4001,MAINE,7/1/2015, $4.6300 ,,,,,,,,,,
4001,MAINE,8/1/2015, $4.6200 ,,,,,,,,,,
4001,MAINE,9/1/2015, $4.5700 ,,,,,,,,,,
4001,MAINE,10/1/2015, $4.5600 ,,,,,,,,,,
4001,MAINE,11/1/2015, $4.5600 ,,,,,,,,,,
4001,MAINE,12/1/2015, $4.5700 ,,,,,,,,,,
4001,MAINE,1/1/2016, $4.6700 ,,,,,,,,,,
4001,MAINE,2/1/2016, $4.6600 ,,,,,,,,,,
4001,MAINE,3/1/2016, $4.6700 ,,,,,,,,,,
4001,MAINE,4/1/2016, $4.6600 ,,,,,,,,,,
4001,MAINE,5/1/2016, $4.6600 ,,,,,,,,,,
4001,MAINE,6/1/2016, $4.9000 ,,,,,,,,,,
4001,MAINE,7/1/2016, $4.9600 ,,,,,,,,,,
4001,MAINE,8/1/2016, $4.9700 ,,,,,,,,,,
4001,MAINE,9/1/2016, $4.6400 ,,,,,,,,,,
4001,MAINE,10/1/2016, $4.8200 ,,,,,,,,,,
4001,MAINE,11/1/2016, $4.7800 ,,,,,,,,,,
4001,MAINE,12/1/2016, $4.7400 ,,,,,,,,,,
4001,MAINE,1/1/2017, $4.8300 ,,,,,,,,,,
4001,MAINE,2/1/2017, $4.7600 ,,,,,,,,,,
4001,MAINE,3/1/2017, $4.6300 ,,,,,,,,,,
4001,MAINE,4/1/2017, $4.8900 ,,,,,,,,,,
4001,MAINE,5/1/2017, $4.6700 ,,,,,,,,,,
4001,MAINE,6/1/2017, $9.8900 ,,,,,,,,,,
4001,MAINE,7/1/2017, $9.8100 ,,,,,,,,,,
4001,MAINE,8/1/2017, $9.7700 ,,,,,,,,,,
4001,MAINE,9/1/2017, $10.0000 ,,,,,,,,,,
4001,MAINE,10/1/2017, $10.4100 ,,,,,,,,,,
4001,MAINE,11/1/2017, $10.3200 ,,,,,,,,,,
4001,MAINE,12/1/2017, $10.2300 ,,,,,,,,,,
4001,MAINE,1/1/2018, $10.3900 ,,,,,,,,,,
4001,MAINE,2/1/2018, $10.5400 ,,,,,,,,,,
4001,MAINE,3/1/2018, $10.3300 ,,,,,,,,,,
4001,MAINE,4/1/2018, $10.3600 ,,,,,,,,,,
4001,MAINE,5/1/2018, $10.3800 ,,,,,,,,,,
4001,MAINE,6/1/2018, $14.3200 ,,,,,,,,,,
4001,MAINE,7/1/2018, $14.3700 ,,,,,,,,,,
4001,MAINE,8/1/2018, $14.4000 ,,,,,,,,,,
4001,MAINE,9/1/2018, $14.3700 ,,,,,,,,,,
4001,MAINE,10/1/2018, $14.3900 ,,,,,,,,,,
4001,MAINE,11/1/2018, $14.3300 ,,,,,,,,,,
4001,MAINE,12/1/2018, $14.1500 ,,,,,,,,,,
4001,MAINE,1/1/2019, $13.8600 ,,,,,,,,,,
4001,MAINE,2/1/2019, $13.7700 ,,,,,,,,,,
4001,MAINE,3/1/2019, $13.7300 ,,,,,,,,,,
4001,MAINE,4/1/2019, $14.2600 ,,,,,,,,,,
4001,MAINE,5/1/2019, $14.3500 ,,,,,,,,,,
4001,MAINE,6/1/2019, $10.0500 ,,,,,,,,,,
4001,MAINE,7/1/2019, $10.0700 ,,,,,,,,,,
4001,MAINE,8/1/2019, $10.0400 ,,,,,,,,,,
4001,MAINE,9/1/2019, $10.0700 ,,,,,,,,,,
4001,MAINE,10/1/2019, $10.2100 ,,,,,,,,,,
4001,MAINE,11/1/2019, $10.2100 ,,,,,,,,,,
4001,MAINE,12/1/2019, $10.1200 ,,,,,,,,,,
4001,MAINE,1/1/2020, $10.0100 ,,,,,,,,,,
4001,MAINE,2/1/2020, $10.0100 ,,,,,,,,,,
4001,MAINE,3/1/2020, $10.0100 ,,,,,,,,,,
4001,MAINE,4/1/2020, $10.1900 ,,,,,,,,,,
4001,MAINE,5/1/2020, $10.2000 ,,,,,,,,,,
4001,MAINE,6/1/2020, $7.7300 ,,,,,,,,,,
4001,MAINE,7/1/2020, $7.7700 ,,,,,,,,,,
4001,MAINE,8/1/2020, $7.7600 ,,,,,,,,,,
4001,MAINE,9/1/2020, $8.2700 ,,,,,,,,,,
4001,MAINE,10/1/2020, $7.7900 ,,,,,,,,,,
4001,MAINE,11/1/2020, $7.7900 ,,,,,,,,,,
4001,MAINE,12/1/2020, $7.9300 ,,,,,,,,,,
4001,MAINE,1/1/2021, $7.7900 ,,,,,,,,,,
4001,MAINE,2/1/2021, $7.7900 ,,,,,,,,,,
4001,MAINE,3/1/2021, $5.3900 ,,,,,,,,,,
4001,MAINE,4/1/2021, $7.7900 ,,,,,,,,,,
4001,MAINE,5/1/2021, $7.8700 ,,,,,,,,,,
4001,MAINE,6/1/2021, $6.6800 ,,,,,,,,,,
4001,MAINE,7/1/2021, $6.6700 ,,,,,,,,,,
4001,MAINE,8/1/2021, $6.6800 ,,,,,,,,,,
4001,MAINE,9/1/2021, $6.6800 ,,,,,,,,,,
4001,MAINE,10/1/2021, $6.7500 ,,,,,,,,,,
4001,MAINE,11/1/2021, $6.6700 ,,,,,,,,,,
4001,MAINE,12/1/2021, $6.9000 ,,,,,,,,,,
4001,MAINE,1/1/2022, $6.6700 ,,,,,,,,,,
4001,MAINE,2/1/2022, $6.6700 ,,,,,,,,,,
4001,MAINE,3/1/2022, $6.7700 ,,,,,,,,,,
4001,MAINE,4/1/2022, $6.6700 ,,,,,,,,,,
4001,MAINE,5/1/2022, $6.6700 ,,,,,,,,,,
4001,MAINE,6/1/2022, $5.4700 ,,,,,,,,,,
4001,MAINE,7/1/2022, $5.4700 ,,,,,,,,,,
4001,MAINE,8/1/2022, $5.4700 ,,,,,,,,,,
4001,MAINE,9/1/2022, $5.4700 ,,,,,,,,,,
4001,MAINE,10/1/2022, $5.4900 ,,,,,,,,,,
4001,MAINE,11/1/2022, $5.4900 ,,,,,,,,,,
4001,MAINE,12/1/2022, $5.4900 ,,,,,,,,,,
4001,MAINE,1/1/2023, $5.4900 ,,,,,,,,,,
4001,MAINE,2/1/2023, $5.4900 ,,,,,,,,,,
4001,MAINE,3/1/2023, $5.4900 ,,,,,,,,,,
4001,MAINE,4/1/2023, $5.4900 ,,,,,,,,,,
4001,MAINE,5/1/2023, $5.4900 ,,,,,,,,,,
4001,MAINE,6/1/2023, $3.0000 ,,,,,,,,,,
4001,MAINE,7/1/2023, $3.0000 ,,,,,,,,,,
4001,MAINE,8/1/2023, $3.0000 ,,,,,,,,,,
4001,MAINE,9/1/2023, $3.0000 ,,,,,,,,,,
4001,MAINE,10/1/2023, $2.9800 ,,,,,,,,,,
4001,MAINE,11/1/2023, $2.9800 ,,,,,,,,,,
4001,MAINE,12/1/2023, $2.9800 ,,,,,,,,,,
4001,MAINE,1/1/2024, $2.9800 ,,,,,,,,,,
4001,MAINE,2/1/2024, $2.9800 ,,,,,,,,,,
4001,MAINE,3/1/2024, $2.9800 ,,,,,,,,,,
4001,MAINE,4/1/2024, $2.9800 ,,,,,,,,,,
4001,MAINE,5/1/2024, $2.9800 ,,,,,,,,,,
4001,MAINE,6/1/2024, $3.5100 ,,,,,,,,,,
4001,MAINE,7/1/2024, $3.5100 ,,,,,,,,,,
4001,MAINE,8/1/2024, $3.5100 ,,,,,,,,,,
4001,MAINE,9/1/2024, $3.5100 ,,,,,,,,,,
4001,MAINE,10/1/2024, $3.5100 ,,,,,,,,,,
4001,MAINE,11/1/2024, $3.5100 ,,,,,,,,,,
4001,MAINE,12/1/2024, $3.5200 ,,,,,,,,,,
4001,MAINE,1/1/2025, $3.5200 ,,,,,,,,,,
4001,MAINE,2/1/2025, $3.5200 ,,,,,,,,,,
4001,MAINE,3/1/2025, $3.5300 ,,,,,,,,,,
4001,MAINE,4/1/2025, $3.5300 ,,,,,,,,,,
4001,MAINE,5/1/2025, $3.5300 ,,,,,,,,,,
4001,MAINE,6/1/2025, $3.7300 ,,,,,,,,,,
4001,MAINE,7/1/2025, $3.7300 ,,,,,,,,,,
4001,MAINE,8/1/2025, $3.7300 ,,,,,,,,,,
4001,MAINE,9/1/2025, $3.7400 ,,,,,,,,,,
4001,MAINE,10/1/2025, $3.7300 ,,,,,,,,,,
4001,MAINE,11/1/2025, $3.7400 ,,,,,,,,,,
4001,MAINE,12/1/2025, $3.7400 ,,,,,,,,,,
4001,MAINE,1/1/2026, $3.7500 ,,,,,,,,,,
4001,MAINE,2/1/2026, $3.7500 ,,,,,,,,,,
4001,MAINE,3/1/2026, $3.7500 ,,,,,,,,,,
4001,MAINE,4/1/2026, $3.7500 ,,,,,,,,,,
4001,MAINE,5/1/2026, $3.7600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2010, $5.6900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2010, $5.6400 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2010, $5.4600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2010, $5.3500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2010, $5.2700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2010, $5.3000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2010, $5.1000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2011, $5.1200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2011, $5.1300 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2011, $5.3600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2011, $5.3800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2011, $5.3800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2011, $3.9300 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2011, $4.0100 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2011, $4.1800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2011, $4.3800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2011, $4.5100 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2011, $4.5200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2011, $4.5200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2012, $4.5200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2012, $4.5200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2012, $4.5200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2012, $4.5200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2012, $4.5200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2012, $3.5800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2012, $3.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2012, $3.5800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2012, $3.5800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2012, $3.6000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2012, $3.6000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2012, $3.6000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2013, $3.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2013, $3.5800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2013, $3.5800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2013, $3.5700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2013, $3.5700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2013, $3.7500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2013, $3.7300 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2013, $3.6700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2013, $3.6800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2013, $3.6800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2013, $3.6800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2013, $3.6700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2014, $3.6100 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2014, $3.6400 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2014, $3.6500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2014, $3.6600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2014, $3.6500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2014, $3.8000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2014, $3.8100 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2014, $3.8700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2014, $3.8700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2014, $3.8800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2014, $3.8800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2014, $3.9000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2015, $3.8500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2015, $3.8400 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2015, $3.8400 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2015, $3.8300 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2015, $3.8200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2015, $4.6300 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2015, $4.6300 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2015, $4.6200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2015, $4.5700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2015, $4.5600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2015, $4.5600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2015, $4.5700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2016, $4.6700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2016, $4.6600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2016, $4.6700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2016, $4.6600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2016, $4.6600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2016, $4.3900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2016, $4.3800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2016, $4.3900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2016, $4.0200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2016, $4.1000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2016, $4.0600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2016, $4.0700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2017, $4.0600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2017, $4.1100 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2017, $4.1400 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2017, $4.0800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2017, $4.0700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2017, $10.3800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2017, $10.3500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2017, $10.3400 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2017, $10.6600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2017, $10.7800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2017, $10.6500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2017, $10.6800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2018, $10.6800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2018, $10.6400 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2018, $10.6500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2018, $10.6200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2018, $10.7200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2018, $14.3200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2018, $14.3700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2018, $14.4000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2018, $14.3700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2018, $14.3900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2018, $14.3300 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2018, $14.1500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2019, $13.8600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2019, $13.7700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2019, $13.7300 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2019, $14.2600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2019, $14.3500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2019, $10.0500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2019, $10.0700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2019, $10.0400 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2019, $10.0700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2019, $10.2100 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2019, $10.2100 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2019, $10.1200 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2020, $10.0100 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2020, $10.0100 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2020, $10.0100 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2020, $10.1900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2020, $10.2000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2020, $7.7300 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2020, $7.7700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2020, $7.7600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2020, $8.2700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2020, $7.7900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2020, $7.7900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2020, $7.9300 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2021, $7.7900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2021, $7.7900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2021, $5.3900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2021, $7.7900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2021, $7.8700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2021, $6.6800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2021, $6.6700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2021, $6.6800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2021, $6.6800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2021, $6.7500 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2021, $6.6700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2021, $6.9000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2022, $6.6700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2022, $6.6700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2022, $6.7700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2022, $6.6700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2022, $6.6700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2022, $5.5700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2022, $5.5700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2022, $5.5700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2022, $5.5700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2022, $5.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2022, $5.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2022, $5.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2023, $5.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2023, $5.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2023, $5.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2023, $5.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2023, $5.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2023, $3.0700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2023, $3.0700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2023, $3.0700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2023, $3.0700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2023, $3.0600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2023, $3.0600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2023, $3.0600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2024, $3.0600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2024, $3.0600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2024, $3.0600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2024, $3.0600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2024, $3.0600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2024, $3.5600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2024, $3.5600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2024, $3.5600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2024, $3.5600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2024, $3.5800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,11/1/2024, $3.5800 ,,,,,,,,,,
4002,NEWHAMPSHIRE,12/1/2024, $3.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,1/1/2025, $3.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,2/1/2025, $3.5900 ,,,,,,,,,,
4002,NEWHAMPSHIRE,3/1/2025, $3.6000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,4/1/2025, $3.6000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,5/1/2025, $3.6000 ,,,,,,,,,,
4002,NEWHAMPSHIRE,6/1/2025, $3.7600 ,,,,,,,,,,
4002,NEWHAMPSHIRE,7/1/2025, $3.7700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,8/1/2025, $3.7700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,9/1/2025, $3.7700 ,,,,,,,,,,
4002,NEWHAMPSHIRE,10/1/2025, $3.7800 ,,,,,,,,,,
